销售时间,药品类型,销售额
2014-01-29,西药,764.0581563402418
2014-01-29,中成药,667.2509373208146
2014-01-29,西药,19.46609572197346
2014-01-30,西药,182.32349603323533
2014-01-31,西药,72.59209585812731
2014-02-02,中成药,865.8321345816499
2014-02-04,中成药,692.2656594072632
2014-02-04,中成药,575.7340800905979
2014-02-04,西药,320.2764803574287
2014-02-04,西药,774.0874137934522
2014-02-05,西药,254.67361932999037
2014-02-05,西药,493.3278784937269
2014-02-05,中成药,798.805131964147
2014-02-05,西药,585.311175929765
2014-02-05,西药,398.1092394555553
2014-02-06,西药,21.08731220314708
2014-02-06,中成药,417.7785035784901
2014-02-07,西药,38.56933420276329
2014-02-08,西药,708.4476340565059
2014-02-08,中成药,841.1710394106677
2014-02-08,西药,257.8693201999079
2014-02-08,西药,47.5702329374721
2014-02-08,中成药,253.9952709411301
2014-02-09,中成药,826.7885215171281
2014-02-09,西药,941.2301852981808
2014-02-09,中成药,793.1748643127496
2014-02-09,西药,781.4130635914946
2014-02-09,西药,106.0835896735439
2014-02-10,中成药,475.1040549407029
2014-02-10,中成药,763.4994826004054
2014-02-10,中成药,969.32283386797
2014-02-10,西药,994.8061511813518
2014-02-10,中成药,642.3234759452458
2014-02-11,中成药,209.80141211578527
2014-02-11,西药,880.3930686013069
2014-02-12,西药,481.21620897314864
2014-02-12,中成药,408.9430721221603
2014-02-12,中成药,545.6199861721834
2014-02-12,中成药,877.5885918969198
2014-02-12,中成药,331.8010083734917
2014-02-12,西药,437.2387470535762
2014-02-13,中成药,815.6108126118721
2014-02-14,中成药,603.0807952318881
2014-02-14,西药,365.68414660691406
2014-02-14,中成药,972.1866258251538
2014-02-14,西药,337.5432868239185
2014-02-15,西药,716.752554634832
2014-02-16,西药,471.30708070427534
2014-02-16,西药,330.7363454959236
2014-02-17,中成药,352.1250646152105
2014-02-17,西药,540.6957907838164
2014-02-18,中成药,520.2205874372285
2014-02-18,西药,457.4882051072103
2014-02-18,中成药,913.75292777047
2014-02-18,西药,448.1118436195205
2014-02-19,中成药,595.0899594950943
2014-02-19,中成药,185.8436212606502
2014-02-19,中成药,652.5540225955318
2014-02-20,中成药,303.03269889252726
2014-02-20,西药,284.98640898248254
2014-02-20,中成药,13.890028207995623
2014-02-20,西药,368.5569699825646
2014-02-21,中成药,389.87819600532345
2014-02-22,中成药,57.23125803933332
2014-02-22,西药,345.4930673861875
2014-02-23,西药,331.3710698883626
2014-02-23,中成药,110.06572744802524
2014-02-24,西药,47.617858931694734
2014-02-24,西药,792.0487870693681
2014-02-24,中成药,557.8660265650808
2014-02-24,西药,243.4038977349373
2014-02-25,西药,266.78755967430664
2014-02-25,中成药,698.4530771034127
2014-02-26,西药,322.0269085607301
2014-02-26,中成药,224.51740154911263
2014-02-27,中成药,715.1264029255739
2014-02-27,西药,834.5403513800096
2014-02-28,中成药,307.6256092958588
2014-03-01,西药,576.4163696937
2014-03-01,中成药,353.9233881328355
2014-03-02,中成药,219.83949935539383
2014-03-02,中成药,605.653321545958
2014-03-02,西药,532.026141797506
2014-03-02,西药,198.2523242834844
2014-03-02,中成药,343.3386122085582
2014-03-03,中成药,326.6375640590474
2014-03-04,中成药,55.26934861464997
2014-03-04,中成药,725.5344125112998
2014-03-04,中成药,902.2117827480114
2014-03-05,中成药,727.621800656926
2014-03-05,西药,166.01441893490394
2014-03-06,西药,686.8357965221117
2014-03-06,西药,292.2818434289016
2014-03-06,西药,934.5283694528066
2014-03-07,西药,626.4663101937757
2014-03-07,西药,919.2671552078508
2014-03-08,中成药,637.7100032236522
2014-03-08,西药,175.7487182687887
2014-03-08,中成药,370.58560233474896
2014-03-09,中成药,53.7144886206139
2014-03-09,西药,269.82358629420173
2014-03-09,中成药,837.429562087678
2014-03-09,西药,280.9295915608084
2014-03-09,中成药,406.8843850839603
2014-03-09,西药,560.1465053130983
2014-03-10,西药,822.9123898565472
2014-03-10,中成药,443.6061613463463
2014-03-10,西药,445.2458973195981
2014-03-10,中成药,784.372095685988
2014-03-11,西药,677.159552482113
2014-03-12,中成药,181.13191973883968
2014-03-12,中成药,207.249459798772
2014-03-13,西药,915.0465398921758
2014-03-13,西药,440.6618081631004
2014-03-13,中成药,517.4581272648909
2014-03-13,中成药,670.7537259469195
2014-03-14,中成药,686.8933865754336
2014-03-14,中成药,288.7196897058254
2014-03-14,中成药,908.4999469236336
2014-03-14,西药,163.8977692348927
2014-03-14,中成药,344.66199183706937
2014-03-15,中成药,131.18669861970125
2014-03-16,西药,665.8719044524356
2014-03-16,西药,299.5210063874219
2014-03-16,西药,660.1554793921633
2014-03-17,中成药,875.9792401689962
2014-03-17,中成药,456.6793677483012
2014-03-17,西药,460.4107142190809
2014-03-18,西药,872.6437678198857
2014-03-18,西药,457.5725871664803
2014-03-19,中成药,843.8270893472418
2014-03-19,中成药,203.86679836660613
2014-03-19,中成药,553.3043892461857
2014-03-20,西药,882.3583875894326
2014-03-20,西药,278.746056390781
2014-03-21,西药,231.65826097262817
2014-03-21,西药,747.3031861213858
2014-03-23,西药,38.749503187127175
2014-03-23,西药,278.555900618345
2014-03-23,西药,430.13299934373936
2014-03-23,中成药,350.45490481984285
2014-03-24,西药,773.9243298233487
2014-03-24,西药,335.0291508070391
2014-03-24,西药,850.1017804605693
2014-03-24,中成药,314.67202144174206
2014-03-24,西药,60.46234813070104
2014-03-25,西药,407.7277533707287
2014-03-25,西药,244.70651468065245
2014-03-26,西药,830.7779597539298
2014-03-26,西药,236.9141490510641
2014-03-26,西药,326.8921779847959
2014-03-27,西药,440.9384181803786
2014-03-27,中成药,539.530027312914
2014-03-27,西药,14.751826569197029
2014-03-28,西药,846.7896828024236
2014-03-28,西药,98.95933882004636
2014-03-28,西药,974.0107319767808
2014-03-28,中成药,632.3974900903588
2014-03-29,西药,342.53928741583707
2014-03-29,中成药,650.1313109644457
2014-03-31,中成药,896.8408689337532
2014-03-31,中成药,364.7839560090744
2014-03-31,西药,485.3717074409937
2014-03-31,中成药,34.170171673999896
2014-03-31,中成药,395.23177951887993
2014-03-31,中成药,883.7795674915532
2014-04-01,中成药,264.1315609999196
2014-04-01,西药,155.80107041334344
2014-04-02,西药,504.5665343755744
2014-04-02,中成药,779.7992767686598
2014-04-02,西药,594.7486743425546
2014-04-03,中成药,834.7263718515715
2014-04-03,中成药,180.85993610877935
2014-04-03,中成药,499.3711055695591
2014-04-05,西药,775.9425530144582
2014-04-05,中成药,502.2730253876677
2014-04-06,西药,210.44286667479253
2014-04-08,西药,692.4467144762784
2014-04-08,西药,164.35932456619878
2014-04-09,西药,729.3050012445158
2014-04-09,中成药,892.5405139108085
2014-04-10,中成药,275.07414888414627
2014-04-11,西药,535.3308840989956
2014-04-11,西药,595.1600025512288
2014-04-12,中成药,663.3250523064694
2014-04-12,中成药,941.3099088427174
2014-04-13,西药,863.7181958442374
2014-04-13,中成药,858.413967654262
2014-04-14,中成药,298.4882436253624
2014-04-14,西药,561.495273357078
2014-04-14,中成药,473.4210240051093
2014-04-14,西药,941.6096244702618
2014-04-15,西药,288.21764700750043
2014-04-15,西药,791.0874159737708
2014-04-15,西药,369.7004440971016
2014-04-15,中成药,251.06030659333015
2014-04-15,中成药,361.2534050885597
2014-04-16,西药,436.4094553919303
2014-04-16,中成药,457.5811837066712
2014-04-17,中成药,500.5540855573319
2014-04-18,西药,456.8226724118958
2014-04-19,西药,862.8334421903046
2014-04-20,西药,837.2327228039957
2014-04-20,中成药,165.48829525814733
2014-04-21,中成药,990.7886102401887
2014-04-21,西药,119.25150599229671
2014-04-21,西药,709.6274365390894
2014-04-21,西药,49.76613581107541
2014-04-22,中成药,225.06113984651037
2014-04-23,中成药,45.31767219692704
2014-04-23,中成药,295.0583706897009
2014-04-23,中成药,489.58121612605504
2014-04-24,中成药,853.0356058788736
2014-04-25,中成药,895.9615361390191
2014-04-25,中成药,520.1028104714511
2014-04-26,西药,399.0149949796263
2014-04-26,中成药,504.5666880288331
2014-04-26,中成药,915.0890625807208
2014-04-26,中成药,556.2333741101559
2014-04-26,西药,622.7331326723744
2014-04-27,中成药,897.9094594116482
2014-04-27,西药,629.3336876350552
2014-04-27,中成药,589.0867571556573
2014-04-27,中成药,374.15390207774686
2014-04-28,西药,785.4033616891827
2014-04-28,中成药,208.5044283153786
2014-04-28,西药,297.5767895528542
2014-04-29,中成药,352.5127629289557
2014-04-29,中成药,330.3118847136843
2014-04-29,中成药,316.90183425448225
2014-04-30,西药,30.015344946319452
2014-05-01,中成药,445.816783241292
2014-05-02,西药,137.78292865376122
2014-05-03,中成药,548.3248313594692
2014-05-03,西药,741.1643756264084
2014-05-03,中成药,743.8253201658215
2014-05-04,西药,748.803400718883
2014-05-04,西药,787.4783742273961
2014-05-04,西药,373.1997103433672
2014-05-05,中成药,748.8431077927332
2014-05-05,中成药,629.7840257610594
2014-05-06,中成药,170.02393231406654
2014-05-06,西药,812.1037910083022
2014-05-06,中成药,196.7129419588761
2014-05-06,西药,792.8406373917014
2014-05-06,西药,79.24457003724496
2014-05-07,西药,647.4087307834313
2014-05-07,西药,458.7667412600774
2014-05-07,中成药,709.8318926589636
2014-05-08,西药,779.0630557538057
2014-05-08,西药,32.854625746252474
2014-05-08,西药,564.3645056743848
2014-05-08,西药,938.409754154202
2014-05-09,中成药,499.7215994050699
2014-05-09,中成药,797.8743323609372
2014-05-09,中成药,589.3313100834293
2014-05-09,西药,81.95707189259683
2014-05-10,西药,89.23224406827728
2014-05-10,中成药,790.323059960915
2014-05-10,西药,295.27537996712744
2014-05-10,中成药,15.576945597568676
2014-05-10,西药,332.80979730385206
2014-05-10,中成药,177.96447044415166
2014-05-10,西药,792.173385693642
2014-05-11,西药,148.6639137653471
2014-05-11,中成药,461.5443455220405
2014-05-11,西药,990.208685897568
2014-05-12,西药,107.45317351098087
2014-05-12,西药,837.7516768784108
2014-05-14,西药,136.87343471750137
2014-05-14,西药,469.7588772574395
2014-05-14,中成药,477.7357255654081
2014-05-15,西药,121.07657882585843
2014-05-15,中成药,722.2945557568146
2014-05-16,西药,146.98715319550183
2014-05-17,中成药,94.3619460327532
2014-05-17,中成药,338.3733491566518
2014-05-17,中成药,426.0303064734455
2014-05-17,西药,612.2362073860664
2014-05-17,西药,659.5756736411997
2014-05-17,西药,844.1624956393308
2014-05-17,西药,811.7827698486536
2014-05-18,西药,885.8355536474709
2014-05-18,西药,660.3243023081378
2014-05-19,西药,911.5063822988792
2014-05-19,西药,988.6394206526624
2014-05-19,中成药,380.5218231722269
2014-05-19,西药,722.6400767369851
2014-05-19,西药,473.1118727678161
2014-05-20,中成药,438.9862953305679
2014-05-20,西药,670.8727896109939
2014-05-21,西药,773.0213291535002
2014-05-21,西药,27.414017050399345
2014-05-21,中成药,250.4805751034333
2014-05-21,西药,190.86786458426891
2014-05-22,中成药,809.1079725004662
2014-05-22,西药,457.617664571223
2014-05-23,中成药,203.65290628967048
2014-05-23,中成药,849.0566834273975
2014-05-23,西药,635.6714306901541
2014-05-23,西药,952.602639349562
2014-05-24,西药,841.4594233655897
2014-05-24,西药,966.7551236365524
2014-05-24,中成药,838.555086610199
2014-05-24,西药,94.61136273549602
2014-05-24,西药,171.30707457935563
2014-05-25,西药,613.4652136857618
2014-05-26,中成药,601.0914007334585
2014-05-26,西药,602.7859670922803
2014-05-26,西药,11.19157776992773
2014-05-26,中成药,149.40374347206946
2014-05-27,中成药,657.9770463208325
2014-05-27,中成药,490.4007220472946
2014-05-27,中成药,417.6642072109169
2014-05-28,西药,145.51151649490942
2014-05-28,西药,444.3498354353079
2014-05-28,中成药,772.1594256221045
2014-05-28,中成药,974.2011777375246
2014-05-28,西药,390.1748794299125
2014-05-28,西药,614.6735425171678
2014-05-29,中成药,681.7538517722321
2014-05-29,西药,114.51988579726871
2014-05-29,西药,779.3813791471788
2014-05-29,西药,796.4088059551984
2014-05-31,中成药,112.97019475085932
2014-06-01,西药,277.9902091129262
2014-06-01,中成药,775.9944195684147
2014-06-01,中成药,397.8306067291596
2014-06-02,中成药,966.7333189555444
2014-06-02,中成药,580.6952578946416
2014-06-03,中成药,360.10148450870923
2014-06-03,中成药,40.478703172139134
2014-06-03,中成药,327.45807896062144
2014-06-03,西药,715.7767324611892
2014-06-03,中成药,396.6564814027614
2014-06-03,中成药,842.4800869443701
2014-06-04,中成药,43.0689765116601
2014-06-04,西药,614.2047037246949
2014-06-04,中成药,695.5210264291314
2014-06-05,西药,906.714374827671
2014-06-05,西药,530.6340388932098
2014-06-05,中成药,411.1735251000407
2014-06-05,中成药,755.5270338157603
2014-06-06,西药,22.600008873021338
2014-06-06,西药,515.291666294898
2014-06-08,中成药,642.3518637263455
2014-06-08,中成药,895.0386079642772
2014-06-09,西药,556.6929173740832
2014-06-09,中成药,867.1830606657427
2014-06-09,西药,991.592611395717
2014-06-10,西药,154.08413600941984
2014-06-10,西药,453.647412470508
2014-06-10,中成药,256.85878779763493
2014-06-11,中成药,77.66488773371277
2014-06-11,中成药,331.3063869721747
2014-06-11,中成药,767.5383009512195
2014-06-11,西药,117.46980419492198
2014-06-12,中成药,932.4706576206625
2014-06-12,中成药,155.4031570748753
2014-06-12,中成药,717.1208281936302
2014-06-12,中成药,969.8763313181928
2014-06-12,西药,324.8263552004563
2014-06-13,西药,200.8267786681692
2014-06-13,西药,413.85601734375336
2014-06-13,西药,191.16773943607785
2014-06-14,西药,620.7169254282079
2014-06-14,西药,106.68965494486169
2014-06-14,中成药,238.04071407579335
2014-06-14,中成药,265.28561110839644
2014-06-15,西药,686.3762264521106
2014-06-15,西药,736.9801741363394
2014-06-15,中成药,610.11553272395
2014-06-15,西药,556.2614908884384
2014-06-15,西药,493.6755489789932
2014-06-16,西药,568.0805027521416
2014-06-17,西药,180.67218186546813
2014-06-17,中成药,853.6113924231925
2014-06-19,西药,634.117530687234
2014-06-20,西药,579.1634583361214
2014-06-20,西药,846.3424566866661
2014-06-20,中成药,557.9550311954296
2014-06-20,西药,948.8800937112655
2014-06-20,中成药,639.1281853910233
2014-06-20,中成药,971.394453281107
2014-06-21,中成药,216.0063427016092
2014-06-21,西药,518.2561727928992
2014-06-21,中成药,958.9311122525796
2014-06-22,西药,256.40940134126004
2014-06-22,中成药,795.9993194666367
2014-06-22,中成药,585.2951822509175
2014-06-23,中成药,359.6228582597124
2014-06-24,西药,867.7842928279216
2014-06-24,中成药,212.40681297020475
2014-06-24,中成药,823.6982067828741
2014-06-25,西药,827.1602931980726
2014-06-26,中成药,503.540862904934
2014-06-26,西药,217.33410227754425
2014-06-26,中成药,905.0668264030594
2014-06-27,西药,263.56978005249414
2014-06-28,西药,334.44968711525024
2014-06-28,中成药,989.1488493382376
2014-06-28,中成药,478.186811268673
2014-06-28,西药,481.0358538173885
2014-06-28,中成药,279.06269617928524
2014-06-29,中成药,604.552079500023
2014-06-29,西药,367.5261419346672
2014-06-29,中成药,740.5685282004872
2014-06-30,中成药,189.26989528486163
2014-06-30,西药,612.4195668410787
2014-07-01,西药,133.6549051808957
2014-07-01,西药,632.344903413204
2014-07-01,西药,513.9121617013709
2014-07-02,中成药,792.6862073639087
2014-07-02,西药,145.32812374414593
2014-07-02,中成药,134.1250952671058
2014-07-02,中成药,97.6338620374369
2014-07-02,中成药,397.3640868528761
2014-07-03,中成药,395.1701025224661
2014-07-04,中成药,468.3079602414117
2014-07-04,中成药,326.47277652224386
2014-07-05,中成药,648.2696694365956
2014-07-06,西药,705.5225997482391
2014-07-06,中成药,836.1096727427793
2014-07-06,中成药,330.3418279991168
2014-07-06,西药,415.8799286277012
2014-07-06,中成药,315.7765490020362
2014-07-06,中成药,681.7566094928513
2014-07-06,西药,241.5290662010025
2014-07-07,中成药,40.1180912493514
2014-07-07,中成药,29.106140904714916
2014-07-07,西药,265.0029946730194
2014-07-08,西药,860.4479858508365
2014-07-08,西药,232.484327729981
2014-07-08,西药,896.3418660147754
2014-07-09,中成药,534.7876119452797
2014-07-09,中成药,378.6426352463167
2014-07-09,西药,765.3892038375108
2014-07-09,中成药,576.1509924780148
2014-07-09,西药,675.5031267417032
2014-07-10,中成药,759.7683628658258
2014-07-10,西药,800.8619555986281
2014-07-10,中成药,253.36886130688416
2014-07-10,西药,925.0731914573548
2014-07-10,中成药,503.0102264772209
2014-07-11,中成药,614.370756240142
2014-07-11,西药,516.709483055929
2014-07-11,西药,358.9598803220812
2014-07-11,中成药,233.69318374472127
2014-07-11,中成药,454.5970775968913
2014-07-11,西药,783.2326898661984
2014-07-12,西药,981.7362205380484
2014-07-12,中成药,615.2174457698242
2014-07-13,中成药,23.52328460093909
2014-07-13,中成药,154.4303540184544
2014-07-13,中成药,920.3353226237042
2014-07-13,中成药,232.23569622040105
2014-07-13,西药,502.437265696512
2014-07-14,西药,867.750978229576
2014-07-14,中成药,963.7594445861506
2014-07-14,西药,157.21232511457276
2014-07-14,西药,298.3170349489516
2014-07-14,西药,376.0549828932977
2014-07-15,中成药,584.4289741893564
2014-07-16,中成药,367.4796732053398
2014-07-17,西药,119.3963377154131
2014-07-17,中成药,993.439060278573
2014-07-17,中成药,921.0972678670206
2014-07-17,中成药,604.2005216216548
2014-07-17,西药,505.1466023327553
2014-07-17,西药,11.8540164799769
2014-07-18,中成药,845.2016327173365
2014-07-18,中成药,100.67611380302402
2014-07-20,西药,821.125574723495
2014-07-20,中成药,784.1743426559497
2014-07-20,中成药,203.22286888960616
2014-07-21,西药,54.21342858845152
2014-07-21,中成药,633.271721217084
2014-07-21,中成药,955.5475706040291
2014-07-21,中成药,33.72177127302712
2014-07-22,西药,833.3236397676376
2014-07-22,西药,311.0689072694085
2014-07-22,西药,641.8499238966003
2014-07-23,中成药,278.88293434459376
2014-07-23,中成药,158.0938058842282
2014-07-24,西药,487.6506899736542
2014-07-24,中成药,766.756110275413
2014-07-24,中成药,109.16763297495658
2014-07-25,西药,440.6095152877047
2014-07-25,西药,401.1736359268217
2014-07-26,西药,342.6040120681156
2014-07-26,西药,360.0133656622938
2014-07-26,西药,741.1853282485449
2014-07-27,西药,37.35345825033094
2014-07-27,西药,264.7685683076369
2014-07-27,西药,423.6406180451911
2014-07-28,中成药,439.0448238355728
2014-07-28,西药,668.6102950792355
2014-07-29,西药,714.9878435250398
2014-07-29,中成药,782.4045064791791
2014-07-29,西药,733.2544800884906
2014-07-30,中成药,255.41800302336688
2014-07-31,中成药,107.96277866966956
2014-08-01,中成药,755.8542337706375
2014-08-01,西药,682.8791088157332
2014-08-02,西药,381.290291257808
2014-08-02,中成药,997.9188742266748
2014-08-03,中成药,709.495206179768
2014-08-03,西药,612.4272191000932
2014-08-04,西药,672.2111045624316
2014-08-04,西药,80.99341567608336
2014-08-04,中成药,385.3479226148665
2014-08-04,中成药,488.8138753843738
2014-08-05,中成药,989.993240617476
2014-08-05,西药,75.95586649378683
2014-08-05,西药,566.016207951536
2014-08-05,西药,285.77708631523814
2014-08-07,中成药,168.87171155387145
2014-08-07,中成药,864.5554748843756
2014-08-08,西药,450.3809650219794
2014-08-08,中成药,991.9557992354878
2014-08-08,西药,214.9308232424647
2014-08-09,中成药,277.8294956926492
2014-08-09,西药,686.8975290432124
2014-08-09,西药,651.1027058987904
2014-08-09,中成药,60.46429543374476
2014-08-11,西药,812.2979214503935
2014-08-12,中成药,406.9997215752371
2014-08-12,中成药,911.9630193374144
2014-08-12,中成药,946.7343211090796
2014-08-12,中成药,119.47339519797283
2014-08-13,西药,321.0991052945099
2014-08-13,中成药,473.136153219162
2014-08-13,中成药,611.8776119719447
2014-08-14,西药,345.5811288196443
2014-08-14,中成药,138.88745570879436
2014-08-14,西药,744.4517802459862
2014-08-14,中成药,767.9571511819436
2014-08-14,西药,611.8008474348192
2014-08-14,西药,949.1695961294992
2014-08-15,中成药,46.24361868377884
2014-08-15,西药,771.6853549985409
2014-08-15,西药,323.91159321902114
2014-08-15,中成药,67.0662686414195
2014-08-15,西药,106.9589817290274
2014-08-15,西药,414.9176593689105
2014-08-16,西药,741.1714702272211
2014-08-16,西药,416.42759719131806
2014-08-17,西药,924.6081579507688
2014-08-17,中成药,170.0556121981744
2014-08-18,西药,516.3284055784468
2014-08-18,中成药,825.8630826166695
2014-08-19,中成药,712.2841510067902
2014-08-20,西药,992.9744559902718
2014-08-20,西药,688.0196566265789
2014-08-20,中成药,948.3269681788436
2014-08-21,西药,609.9731179951747
2014-08-21,中成药,264.4160784752433
2014-08-23,西药,246.3415237920336
2014-08-23,西药,398.2134808117474
2014-08-23,中成药,801.2733063003683
2014-08-23,西药,50.11433018527327
2014-08-24,中成药,681.9261038532003
2014-08-24,中成药,78.09285112068237
2014-08-24,中成药,132.69980232179506
2014-08-25,西药,309.7278169117737
2014-08-25,中成药,930.7066526348344
2014-08-25,西药,963.43347163539
2014-08-26,中成药,152.14168881410927
2014-08-26,西药,846.7992777996096
2014-08-27,西药,133.56949235142423
2014-08-27,中成药,418.923804473864
2014-08-27,中成药,687.1405292345876
2014-08-29,西药,127.71398750121344
2014-08-29,西药,384.3724282708568
2014-08-30,中成药,967.9706218054806
2014-08-30,中成药,96.57565493772614
2014-08-30,西药,386.86158116587984
2014-08-30,西药,965.2341642222146
2014-08-30,西药,681.6424003386495
2014-08-30,西药,57.48788299368112
2014-08-31,西药,393.9053258719151
2014-08-31,中成药,965.8308004378548
2014-09-01,西药,19.462604286587897
2014-09-01,西药,61.635658544795945
2014-09-02,西药,476.8210237024624
2014-09-02,西药,844.5426780280775
2014-09-02,西药,507.5063674145043
2014-09-02,西药,55.049195412393146
2014-09-02,中成药,444.7036753561566
2014-09-02,中成药,668.7507447118714
2014-09-03,西药,274.99009217174824
2014-09-04,西药,631.9966644745614
2014-09-04,中成药,526.8629710706538
2014-09-06,西药,148.24590690748778
2014-09-07,中成药,117.88191301087664
2014-09-07,西药,444.7246165398131
2014-09-07,中成药,887.665363998116
2014-09-07,西药,806.1914511419044
2014-09-08,西药,101.04492164433844
2014-09-08,中成药,717.5749797913321
2014-09-08,西药,215.0139766388333
2014-09-08,西药,973.5281359302604
2014-09-10,中成药,840.1918897077106
2014-09-11,中成药,810.2431349323488
2014-09-11,中成药,144.86550053526452
2014-09-11,中成药,854.4265525370113
2014-09-11,中成药,82.23026527382528
2014-09-11,西药,449.35689256993146
2014-09-12,中成药,807.5284066521912
2014-09-12,中成药,703.9721859616086
2014-09-12,中成药,958.0283274050092
2014-09-13,中成药,47.75029795055797
2014-09-13,西药,286.0492077418323
2014-09-13,中成药,798.0767833149267
2014-09-13,西药,346.17740979608794
2014-09-14,西药,639.7751651238497
2014-09-14,中成药,981.793333058694
2014-09-15,中成药,267.28083018530884
2014-09-16,中成药,709.464335980159
2014-09-16,中成药,858.1268652932988
2014-09-16,西药,892.1921127260257
2014-09-17,中成药,983.7623455893724
2014-09-18,西药,200.65033637337197
2014-09-18,中成药,633.3759253412884
2014-09-19,中成药,873.7953116777201
2014-09-19,西药,908.55464380136
2014-09-19,西药,798.1890029428436
2014-09-19,中成药,141.89448050450977
2014-09-20,西药,62.43674155361301
2014-09-20,西药,393.7058507624648
2014-09-20,中成药,222.6061291668319
2014-09-22,西药,362.6167489851368
2014-09-22,中成药,708.9805741185866
2014-09-22,中成药,97.39541103872534
2014-09-22,西药,149.28846962213882
2014-09-22,西药,665.7479081522865
2014-09-23,中成药,27.6072898498586
2014-09-23,中成药,794.9160884987507
2014-09-24,西药,279.6607334706566
2014-09-24,西药,379.8815945872049
2014-09-25,西药,420.05854876159697
2014-09-25,西药,341.8953573433278
2014-09-26,西药,616.5418444420845
2014-09-26,中成药,900.9834441098676
2014-09-26,西药,165.13730431798862
2014-09-27,西药,208.86202833474115
2014-09-27,西药,422.46553161821737
2014-09-27,西药,425.8620428836526
2014-09-27,西药,102.32232108751708
2014-09-28,中成药,551.6402065408981
2014-09-28,西药,437.7222863912117
2014-09-28,中成药,346.25532656678587
2014-09-29,中成药,508.5229608622672
2014-09-29,西药,865.3174578338728
2014-09-29,中成药,77.84072772101825
2014-09-30,中成药,760.2351726373233
2014-09-30,西药,240.925065039458
2014-09-30,中成药,539.3200873439536
2014-09-30,西药,625.838914189287
2014-10-01,中成药,967.7121277870564
2014-10-01,中成药,627.0249345764
2014-10-01,中成药,390.34726053344025
2014-10-01,西药,548.8072173506821
2014-10-02,西药,579.6163641774597
2014-10-03,西药,684.9111526845829
2014-10-03,西药,548.0545631315474
2014-10-03,西药,463.1369109832502
2014-10-04,西药,947.2996126419202
2014-10-04,中成药,592.062816004382
2014-10-04,西药,179.91866724121928
2014-10-04,中成药,424.9140354238396
2014-10-05,中成药,355.6060166291412
2014-10-05,中成药,191.30401785605216
2014-10-05,西药,688.4853941021427
2014-10-05,中成药,709.926993994114
2014-10-05,中成药,180.9299704740749
2014-10-06,中成药,115.94056587837667
2014-10-07,西药,76.99841159334396
2014-10-08,中成药,633.3448218901327
2014-10-08,西药,602.2119397327145
2014-10-08,西药,796.0280487831997
2014-10-09,中成药,614.6410100047664
2014-10-09,中成药,894.4095232761496
