销售时间,药品类型,销售额
2014-01-17,西药,51.585709744623784
2022-11-18,西药,907.8041035008622
2017-05-28,中成药,489.62808094286066
2020-01-15,中成药,465.72371493005454
2020-11-29,中成药,570.8019399198379
2016-12-05,中成药,157.89070130351564
2023-06-07,西药,474.47438808172467
2021-01-09,中成药,832.8159445505682
2019-11-17,中成药,25.32763454614018
2018-11-04,中成药,280.18798872112757
2016-11-26,中成药,12.430040579405777
2020-05-16,西药,421.5541960583499
2023-05-14,中成药,731.0323553887973
2020-12-19,西药,800.7841108234823
2014-10-29,中成药,945.7378635157365
2014-06-30,西药,612.4195668410787
2015-08-30,西药,262.0805979863665
2022-09-06,中成药,924.906469645332
2015-12-01,西药,777.5625963415723
2016-09-19,中成药,578.684198173113
2017-02-13,西药,698.6838135617467
2014-07-10,西药,925.0731914573548
2020-04-19,西药,715.2700881881924
2016-09-07,中成药,374.6907625088867
2022-02-23,西药,715.8979202662057
2019-06-30,中成药,49.87538110803399
2017-03-30,西药,392.5514062122754
2023-02-10,西药,412.2598015271235
2023-04-18,西药,175.16985207662634
2014-05-08,西药,32.854625746252474
2019-08-28,西药,142.0474242713654
2018-12-22,西药,658.0752808390845
2018-10-25,中成药,804.2659282000507
2021-02-26,中成药,988.3214577997044
2015-07-24,中成药,352.89986807740934
2017-09-08,西药,603.3854300384908
2019-03-11,中成药,937.7735171469707
2021-06-26,西药,175.37136352477108
2015-09-18,中成药,720.4691304793153
2023-03-14,中成药,757.4289458176715
2021-12-11,西药,98.085780510645
2018-08-14,西药,862.6368913312344
2022-03-29,中成药,814.9739966397354
2014-06-04,中成药,43.068976511660104
2020-12-12,中成药,100.17357073125096
2017-11-10,中成药,58.635624952933796
2016-02-24,西药,341.3960964813686
2022-09-11,中成药,514.1961007731269
2023-06-27,西药,537.0242506750825
2014-09-03,西药,274.99009217174824
2022-11-22,中成药,912.4809176946715
2022-07-08,西药,374.58016197319404
2018-02-09,中成药,55.094654405698975
2018-09-02,西药,307.2248404259725
2021-09-07,西药,535.798328318714
2015-06-22,中成药,414.1396043623497
2019-03-06,西药,281.1040939082666
2019-01-16,西药,140.01001726667425
2016-07-09,中成药,820.9728550952675
2020-09-21,西药,996.18378970295
2015-06-09,西药,336.24671218864324
2021-11-15,中成药,387.80483373483787
2018-03-10,中成药,621.8571494301875
2022-01-29,西药,721.2570599881859
2014-02-05,西药,398.1092394555553
2015-11-16,西药,905.8802218119971
2014-01-20,中成药,564.4039493366291
2020-06-26,西药,455.88617564187166
2021-01-03,西药,650.2060256283061
2015-02-04,西药,953.2758097666815
2021-05-25,西药,796.6067714774885
2016-08-29,西药,49.612999229773095
2019-03-22,西药,338.98681163256003
2020-11-23,中成药,475.83923810171046
2017-03-12,中成药,321.3723964870142
2017-01-20,西药,703.185685222152
2023-05-19,西药,828.0064583639552
2016-04-13,中成药,734.0316442334189
2018-12-29,中成药,989.4399539599925
2021-08-06,中成药,279.8221714140988
2019-06-06,西药,876.2396000741772
2016-05-03,西药,768.9564385227413
2014-02-20,西药,368.5569699825646
2015-07-29,西药,736.7832982203989
2022-12-06,中成药,113.0351968540645
2017-02-22,中成药,791.4401475171468
2020-01-07,中成药,537.0072965612316
2020-06-19,中成药,299.3672709821606
2021-03-02,西药,659.2195287663384
2023-05-07,西药,645.2037987272649
2020-06-10,中成药,217.39136049240372
2018-09-12,中成药,40.093440663410874
2015-11-13,中成药,439.2863610326571
2016-04-17,中成药,573.816750650977
2016-12-13,中成药,877.8392255868924
2022-05-09,西药,928.9346276911184
2020-10-27,西药,533.5171659751987
2021-04-14,中成药,756.2654489308594
2022-04-29,中成药,444.91023960471693
2020-04-30,中成药,748.621335007164
2022-07-22,西药,212.75350968977526
2018-05-15,西药,377.3540874554961
2022-05-10,西药,637.8857188254786
2014-01-05,中成药,27.97638595100804
2017-01-31,西药,725.2366972355644
2017-05-04,中成药,837.180146255485
2016-02-13,西药,405.15024448301193
2016-05-26,西药,453.46299300539266
2016-09-18,西药,852.7693900943657
2022-01-10,中成药,777.898088972773
2023-05-15,中成药,295.2679941430413
2014-02-16,西药,330.73634549592356
2021-12-24,中成药,682.0894500666907
2021-11-10,中成药,567.5661115236796
2022-03-03,中成药,170.60727538553198
2021-05-27,中成药,316.8306101368747
2014-09-26,中成药,900.9834441098676
2015-01-05,中成药,691.2926923550408
2015-09-28,中成药,986.1145745086643
2017-02-03,西药,769.3424046809617
2018-08-21,中成药,942.5546878221543
2018-08-10,中成药,224.02668813177064
2015-10-19,西药,773.7700260687565
2014-04-30,西药,30.015344946319455
2016-04-10,西药,674.0524214944186
2018-12-16,西药,474.589455339039
2016-12-17,中成药,353.29247120086796
2019-05-29,西药,863.7803087701582
2017-10-01,西药,855.7250157309553
2016-01-11,中成药,32.07868784965714
2023-09-16,中成药,613.4100712249367
2014-04-27,中成药,374.15390207774686
2019-01-28,西药,421.50439148544467
2021-10-09,中成药,833.7203318265882
2017-02-24,西药,316.7413738124015
2023-06-27,中成药,943.618322531244
2019-04-16,中成药,187.83748810841936
2016-10-09,西药,666.0951991344959
2018-07-23,中成药,675.3840163436271
2016-12-17,中成药,259.673209813639
2015-09-26,中成药,331.50310287752995
2015-05-28,中成药,836.450507654141
2021-10-20,中成药,764.1872024054029
2017-01-24,西药,335.80492151161195
2017-02-15,西药,538.6169814655846
2015-07-14,中成药,71.06349329056451
2015-05-03,西药,216.65842357464294
2023-01-22,西药,490.9623532717951
2016-06-15,西药,95.11399792641947
2023-02-26,中成药,844.8990313430181
2017-04-27,中成药,720.8261480065714
2015-12-05,中成药,944.1973339420099
2018-01-10,西药,696.5322369043869
2015-08-04,西药,940.9973585395637
2021-10-08,中成药,558.9674301340553
2021-12-18,中成药,604.2164249513497
2020-04-13,西药,977.2013440799983
2022-08-14,西药,645.7078553956178
2014-06-03,中成药,40.478703172139134
2018-08-07,西药,726.564748864218
2023-08-08,西药,906.4140052160415
2016-09-23,西药,797.6244472963833
2022-08-24,西药,587.9949398991683
2021-07-07,西药,674.5904779625812
2023-03-11,西药,990.289871359155
2017-05-28,西药,99.75546762424494
2016-12-28,中成药,670.5723803469072
2022-07-16,中成药,290.5637176248879
2016-10-05,西药,643.6894926203083
2019-11-12,西药,611.5473401250994
2018-11-09,西药,161.92226378708045
2016-08-15,中成药,214.67917928283677
2022-05-18,中成药,625.4132822627814
2015-03-29,西药,136.9476478307364
2017-05-12,中成药,272.52906637901964
2022-02-07,西药,836.8930922606224
2020-03-15,西药,333.82059094162224
2020-11-26,西药,493.1795547069663
2020-10-15,西药,941.7289317943819
2020-07-16,西药,234.87759794857683
2015-07-05,西药,395.7297571844303
2018-06-24,西药,610.3931977881102
2017-08-05,中成药,757.7855402089325
2023-02-08,西药,902.6368528455781
2018-10-24,中成药,916.31825769778
2014-12-23,西药,778.8736736288968
2019-09-02,西药,236.04752822737734
2018-11-21,中成药,34.561236742140146
2021-01-13,中成药,389.93619105206756
2018-11-17,西药,150.1333624779451
2022-09-07,中成药,713.2837709639151
2021-10-20,西药,664.5192809574596
2022-11-26,西药,53.53192520524029
2023-01-08,中成药,838.2278413396416
2021-09-10,中成药,256.25583362827047
2020-10-25,中成药,437.9048047361318
2018-06-20,中成药,671.254398101185
2021-09-17,西药,435.1245989837308
2016-10-12,中成药,446.87492477194394
2017-09-10,中成药,74.97171538238297
2015-05-31,中成药,407.42911376740375
2022-06-15,中成药,767.1994142877836
2021-10-10,中成药,916.0245738147318
2014-12-02,西药,419.3621656927381
2018-11-18,西药,429.3499686102881
2020-04-24,中成药,705.6008352604156
2015-05-12,中成药,943.3442810942238
2016-06-14,西药,274.3903308369666
2020-01-17,中成药,445.7427644725575
2023-09-17,西药,798.0135111167781
2016-05-01,西药,613.5966336802982
2018-08-15,中成药,119.48048052431518
2019-04-16,西药,631.455408206643
2021-06-30,中成药,194.87882175135363
2020-08-24,中成药,515.1137747376201
2018-04-18,西药,533.8122349838341
2016-08-14,西药,877.441328602735
2021-07-01,中成药,467.8693312723138
2023-07-31,西药,286.6479980135353
2018-06-25,中成药,238.65668473387126
2017-07-15,西药,875.5093579174928
2023-12-28,西药,179.3007458740461
2017-12-11,中成药,431.6098752743123
2017-04-06,中成药,195.30138377767753
2016-12-02,中成药,775.5709997132316
2023-12-07,西药,479.6289135748728
2014-10-12,中成药,357.63225365124396
2020-09-10,中成药,367.48864422020216
2014-01-12,西药,853.6920646557496
2018-06-19,西药,558.2362147514937
2023-03-28,中成药,720.689172619951
2023-02-07,中成药,898.0681310881777
2020-12-21,中成药,902.7242592802356
2016-01-24,中成药,335.2239637944845
2019-09-14,西药,952.9267505149214
2021-08-06,西药,34.62712319445939
2021-12-06,中成药,383.067205406004
2014-03-31,中成药,896.8408689337532
2016-02-15,中成药,281.8905110188131
2021-04-06,西药,280.35063581810516
2022-04-06,中成药,309.5960622310698
2018-06-14,中成药,616.1902509984529
2022-05-28,西药,443.94944785821025
2015-02-22,西药,729.4674879898091
2014-04-25,中成药,895.9615361390191
2015-09-09,中成药,677.4573811934321
2022-12-12,西药,212.42205299559976
2016-04-05,中成药,933.3550833368972
2023-10-13,中成药,271.8479446140037
2018-07-08,西药,158.39535237487655
2018-02-25,西药,99.06760607235128
2022-08-13,西药,567.749903259504
2015-02-17,中成药,122.62483785584529
2023-06-10,西药,147.38812527150444
2023-07-24,西药,307.03017578954166
2015-12-30,中成药,288.8364795876192
2023-03-03,中成药,608.1971152288208
2022-05-27,西药,818.5778266779547
2021-09-09,西药,763.7361596408634
2015-11-07,中成药,269.85961016931196
2023-06-28,中成药,252.85739300612013
2019-03-08,西药,966.1336148058979
2020-11-09,西药,18.153879176040526
2022-02-15,中成药,880.9233277296137
2020-02-18,西药,207.73123393118092
2021-08-18,中成药,947.8114798588701
2017-01-27,西药,348.8842119792445
2018-04-21,中成药,445.9482561543198
2016-09-04,中成药,710.0494078049371
2016-10-05,西药,591.7923609585278
2019-11-14,西药,324.7599364097546
2018-08-15,中成药,558.2926067091453
2021-06-03,西药,733.3998155192573
2022-12-06,西药,51.911596443467175
2014-02-06,西药,21.08731220314708
2023-06-03,中成药,463.4862696821624
2018-03-29,西药,140.51825162547905
2020-05-15,西药,667.7008485500672
2020-03-14,中成药,221.91193166515984
2021-12-24,西药,438.52259572771425
2016-05-22,西药,205.69422750552627
2018-12-27,中成药,552.9987498916332
2017-07-20,中成药,124.89292479072321
2019-10-11,西药,32.87578425960545
2015-08-19,西药,60.62032172563021
2019-03-19,中成药,954.7158571001568
2015-12-30,中成药,150.86335642482646
2017-09-27,西药,711.3934706054669
2015-02-01,西药,77.24694218059798
2015-11-30,西药,117.07874871283035
2022-06-18,中成药,513.7874888952413
2020-02-03,西药,470.2222208528002
2018-06-24,中成药,952.0645063454709
2015-01-31,中成药,945.38709849053
2020-10-28,中成药,781.8125561170405
2023-01-18,西药,606.0808118260762
2014-03-17,西药,460.4107142190809
2014-09-22,西药,362.61674898513684
2020-11-07,中成药,947.6166715057999
2018-12-25,西药,606.8797233104387
2015-12-19,中成药,583.2818024091346
2021-08-14,中成药,239.58211055122572
2023-06-18,中成药,56.23083970626194
2023-12-15,中成药,945.736693961949
2016-04-30,中成药,320.59790625620735
2023-10-18,中成药,448.16313309121415
2017-10-22,西药,123.49354414984977
2014-05-24,中成药,838.555086610199
2016-06-03,西药,37.35551452737132
2022-08-07,中成药,835.6508544781055
2022-09-06,西药,148.88216266008712
2015-01-31,西药,887.6984715048405
2022-06-24,西药,732.4749109627958
2022-03-15,西药,173.02355988223204
2022-01-17,中成药,570.1598129308734
2018-02-01,中成药,319.52975121166725
2023-09-26,中成药,186.4507679224676
2023-12-16,中成药,860.5903774169973
2022-10-28,西药,409.4875388421571
2017-03-13,西药,404.55827722172864
2021-03-01,西药,178.1878080585538
2016-11-28,中成药,389.23501932492087
2019-11-27,西药,872.9006778655616
2016-12-01,中成药,369.49742338473953
2017-04-24,西药,952.0875268747902
2022-03-02,西药,946.8458102163036
2020-09-11,西药,153.44967271427257
2023-01-08,西药,185.53814098741842
2015-09-26,西药,864.0473296285702
2017-03-02,中成药,398.833309735472
2022-11-09,西药,14.330242460179242
2017-05-23,中成药,281.1331015083173
